0	1	2	3
distúrbios	-1.4	0.66332	[-1, -1, -1, -2, -1, -1, -1, -1, -3, -2]
perturbado	-1.6	0.4899	[-2, -2, -1, -1, -2, -2, -1, -2, -1, -2]
perturbar	-1.4	0.4899	[-2, -1, -1, -2, -2, -1, -1, -2, -1, -1]
perturba	-2.1	0.53852	[-2, -2, -2, -2, -2, -3, -3, -2, -1, -2]
perturbador	-2.3	0.45826	[-2, -2, -3, -3, -2, -2, -3, -2, -2, -2]
perturbadoramente	-2.3	0.78102	[-2, -2, -1, -3, -4, -3, -2, -2, -2, -2]
perturba	-1.9	0.53852	[-2, -2, -1, -2, -3, -2, -1, -2, -2, -2]
dithering	-0.5	0.92195	[0, 0, 0, 0, 1, -1, -2, -2, -1, 0]
adivinhação	1.7	1.1	[2, 3, 0, 1, 2, 1, 3, 3, 2, 0]
adivinhações	1.1	1.04403	[1, 0, 1, 2, 2, 0, 3, 2, 0, 0]
divinatória	1.6	1.42829	[4, 1, 0, 0, 1, 3, 3, 0, 1, 3]
divino	2.6	0.8	[3, 3, 3, 2, 1, 2, 3, 4, 2, 3]
adivinhado	0.8	1.16619	[1, 0, 3, 0, 0, 1, 0, 3, 0, 0]
divinamente	2.9	0.7	[3, 2, 3, 3, 2, 4, 3, 2, 4, 3]
adivinho	0.3	0.9	[0, 0, 3, 0, 0, 0, 0, 0, 0, 0]
diviners	1.2	1.16619	[0, 1, 0, 2, 2, 0, 3, 1, 3, 0]
divines	0.8	1.249	[0, 0, 3, 0, 0, 0, 3, 2, 0, 0]
desinvestir	2.7	0.78102	[3, 4, 2, 4, 2, 2, 2, 3, 2, 3]
mergulho	0.3	0.45826	[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]
adivinhação	0.9	1.37477	[0, -1, 2, 0, 1, 0, 2, 4, 1, 0]
divinizar	0.5	1.36015	[0, 2, 0, 0, 0, 0, 0, -2, 2, 3]
divindades	1.8	1.46969	[1, 3, 3, 4, 0, 0, 1, 0, 3, 3]
divindade	2.7	1.00499	[4, 4, 2, 3, 3, 1, 2, 4, 2, 2]
divinize	2.3	1.00499	[4, 2, 2, 3, 4, 1, 1, 2, 2, 2]
tonto	-0.9	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]
esquivamento	-0.4	0.8	[-1, -1, 0, 1, 0, -1, 0, 0, -2, 0]
duvidoso	-0.9	0.9434	[-1, -1, -1, -3, -1, 1, -1, -1, -1, 0]
dolorous	-2.2	0.6	[-2, -2, -2, -3, -3, -3, -2, -2, -1, -2]
domínio	0.8	0.87178	[2, 0, 0, 2, 1, 0, 0, 1, 2, 0]
dominâncias	-0.1	0.9434	[-1, 0, 1, 1, 0, -1, 0, 1, 0, -2]
predominantemente	0.2	1.16619	[-2, 0, 0, -1, 2, 1, 2, 0, 0, 0]
dominantes	0.2	1.16619	[0, 2, -1, 0, -1, -1, -1, 1, 1, 2]
dominar	-0.5	0.92195	[0, -1, 1, -1, 1, -1, -2, 0, -1, -1]
domina	0.2	1.249	[1, 0, -2, -1, 1, -1, 2, 0, 0, 2]
dominante	-1.2	1.98997	[-4, -1, -4, -1, -3, -1, -1, 2, 2, -1]
dominação	-0.2	0.9798	[0, 1, 0, -1, -1, -1, 0, 2, -1, -1]
dominações	-0.3	0.45826	[0, 0, 0, 0, 0, -1, 0, -1, -1, 0]
dominativo	-0.7	1.18743	[-1, -1, -2, -2, -1, -1, -1, 2, 1, -1]
dominadores	-0.4	1.8	[-1, -2, -2, -2, 0, 2, 2, -3, 2, 0]
dominatrizes	-0.2	1.6	[-3, 0, 2, 0, -2, -2, 0, 1, 2, 0]
dominatrix	-0.5	0.92195	[0, 0, -1, 0, 0, 1, 0, -1, -2, -2]
dominatrixes	0.6	1.35647	[0, 4, 0, -1, 0, 2, 1, 0, 0, 0]
a desgraça	-1.7	1.26886	[-2, -1, -1, -4, -2, -2, 1, -3, -1, -2]
condenado	-3.2	0.74833	[-3, -3, -4, -4, -4, -2, -4, -3, -3, -2]
condenável	-2.1	0.7	[-3, -2, -3, -1, -2, -3, -2, -1, -2, -2]
dooming	-2.8	0.4	[-2, -3, -2, -3, -3, -3, -3, -3, -3, -3]
dooms	-1.1	1.57797	[1, -3, -1, -3, -2, -1, -3, 1, 1, -1]
doomsayer	-0.7	1.41774	[2, -1, -2, -1, 1, -2, -2, -1, 1, -2]
Doomsayers	-1.7	0.78102	[-1, -2, -3, 0, -2, -2, -2, -1, -2, -2]
doomsaying	-1.5	1.28452	[-3, -2, -2, 0, 1, 0, -3, -2, -2, -2]
doomsayings	-1.5	0.92195	[-2, -1, -1, -2, -2, 0, 0, -2, -3, -2]
doomsday	-2.8	1.249	[-3, -1, -3, -4, -3, -4, 0, -4, -3, -3]
doomsdayer	-2.2	1.249	[-3, -1, -4, -3, -4, -3, -1, -1, -1, -1]
doomsdays	-2.4	1.85472	[-3, -2, -4, 1, -4, -3, -2, -4, 1, -4]
doomster	-2.2	0.87178	[-2, -1, -2, -3, -1, -3, -1, -3, -3, -3]
doomsters	-1.6	0.8	[-3, -1, -2, -2, 0, -2, -2, -1, -1, -2]
doomy	-1.1	1.37477	[2, -2, -1, -2, -2, -2, -2, 1, -1, -2]
idiota	-1.4	0.66332	[-1, -2, -2, -1, -1, -1, -3, -1, -1, -1]
dorkier	-1.1	0.53852	[-1, -1, -1, -1, -2, 0, -1, -2, -1, -1]
dorkiest	-1.2	0.74833	[-1, -2, -1, -3, -1, 0, -1, -1, -1, -1]
palermas	-0.5	0.67082	[-1, 1, -1, -1, -1, -1, 0, 0, -1, 0]
palerma	-1.1	1.04403	[-1, 0, -1, 1, -1, -1, -3, -2, -2, -1]
dúvida	-1.5	0.5	[-1, -1, -2, -2, -1, -1, -2, -1, -2, -2]
duvidoso	-1.5	0.5	[-1, -1, -2, -1, -2, -1, -2, -2, -1, -2]
duvidado	-1.1	1.22066	[-1, -2, -2, 2, -1, -1, -2, -2, -2, 0]
céptico	-1.6	0.91652	[-1, -3, -2, -1, -1, -1, -2, -2, -3, 0]
cépticos	-1.3	0.45826	[-1, -1, -1, -1, -1, -2, -1, -2, -2, -1]
duvidoso	-1.4	0.4899	[-1, -1, -2, -1, -2, -2, -1, -1, -2, -1]
duvidosamente	-1.2	0.4	[-1, -1, -1, -1, -1, -1, -2, -1, -1, -2]
dúvidas	-1.2	0.4	[-2, -1, -1, -1, -1, -1, -1, -1, -1, -2]
dúvida	-1.4	0.4899	[-1, -1, -1, -2, -2, -1, -1, -1, -2, -2]
duvidosamente	-1.4	0.4899	[-2, -2, -1, -1, -1, -1, -1, -2, -2, -1]
sem dúvida	0.9	1.51327	[2, 2, 1, 2, -2, 2, -2, 1, 1, 2]
sem dúvida	1.2	0.9798	[2, 1, 1, 2, 0, -1, 2, 1, 2, 2]
Sem dúvida	0.8	0.9798	[2, 1, 2, 0, 0, 0, 2, -1, 1, 1]
dúvidas	-1.2	0.6	[-2, -1, -1, -1, -2, -2, -1, 0, -1, -1]
ducha	-1.5	1.68819	[-3, -2, -3, 1, 1, -2, -3, -2, 1, -3]
parvalhão	-3.0	0.44721	[-3, -3, -3, -3, -3, -3, -2, -3, -4, -3]
downcast	-1.8	0.74833	[-1, -1, -1, -2, -2, -2, -1, -3, -3, -2]
desanimado	-2.3	0.78102	[-1, -2, -2, -4, -2, -2, -2, -3, -3, -2]
desvantagem	-1.0	0.7746	[-1, -1, -1, -1, -1, -1, -2, 1, -2, -1]
arrasto	-0.9	0.83066	[-1, -2, -1, -1, -2, -1, -1, 1, 0, -1]
arrastado	-0.2	1.07703	[-2, -1, 0, 0, -1, 0, 0, 1, 2, -1]
arrasta	-0.7	0.64031	[0, -1, 0, -1, -1, -2, -1, 0, 0, -1]
drenado	-1.5	0.5	[-1, -1, -2, -2, -1, -2, -1, -2, -1, -2]
temido	-2.0	0.63246	[-2, -3, -2, -2, -2, -2, -3, -1, -1, -2]
temido	-2.7	0.64031	[-2, -3, -3, -3, -4, -3, -2, -2, -2, -3]
horrível	-1.9	1.86815	[-4, -2, -2, 2, -1, -4, -1, 0, -3, -4]
terrivelmente	-2.7	1.26886	[-4, -4, -3, -4, -3, -1, -2, -1, -1, -4]
horror	-3.2	0.87178	[-3, -4, -2, -3, -4, -4, -2, -2, -4, -4]
dreadfuls	-2.4	1.2	[-4, -3, -3, -2, -3, -2, -4, 0, -1, -2]
temendo	-2.4	0.8	[-3, -2, -2, -2, -2, -2, -3, -4, -3, -1]
dreadlock	-0.4	0.66332	[0, 0, 0, 0, 0, -1, -2, 0, -1, 0]
dreadlocks	-0.2	0.9798	[0, 0, 0, 0, 0, -1, -2, 2, 0, -1]
dreadnought	-0.6	1.35647	[-2, 0, 0, 0, -3, 0, -1, -2, 0, 2]
dreadnoughts	-0.4	0.66332	[0, -1, -1, 0, 0, 0, 0, 0, -2, 0]
teme	-1.4	1.42829	[0, -1, 0, 0, -3, -3, 0, -4, -2, -1]
sonho	1.0	1.18322	[0, 1, 2, 0, 0, 3, 0, 3, 1, 0]
sonhos	1.7	1.1	[2, 2, 3, 0, 1, 1, 1, 4, 1, 2]
dreary	-1.4	0.4899	[-1, -1, -2, -1, -1, -2, -2, -1, -2, -1]
caído	-0.8	0.74833	[-1, -1, 0, -1, -2, 0, 0, -1, 0, -2]
gota	-1.1	0.53852	[0, -1, -1, -1, -2, -1, -2, -1, -1, -1]
afogar-se	-2.7	1.00499	[-4, -2, -2, -4, -4, -2, -3, -1, -3, -2]
afogado	-2.9	0.7	[-2, -3, -3, -3, -2, -4, -4, -2, -3, -3]
afogamentos	-2.2	1.6	[-3, -3, -3, -4, -2, -3, -1, -2, 2, -3]
bêbado	-1.4	0.91652	[-3, -1, 0, -2, 0, -1, -1, -2, -2, -2]
duvidoso	-1.5	0.5	[-1, -2, -2, -1, -1, -2, -1, -1, -2, -2]
dud	-1.0	0.89443	[-1, -1, -1, 0, -3, 0, -1, 0, -1, -2]
maçador	-1.7	0.45826	[-2, -2, -2, -1, -2, -2, -2, -1, -1, -2]
dullard	-1.6	0.66332	[-2, -1, -1, -2, -2, -1, -1, -2, -1, -3]
dullards	-1.8	0.87178	[-1, -3, -1, -1, -3, -1, -1, -2, -3, -2]
entorpecido	-1.5	0.5	[-2, -1, -2, -1, -1, -1, -2, -2, -1, -2]
duller	-1.7	0.64031	[-3, -1, -2, -2, -2, -1, -2, -1, -1, -2]
mais aborrecido	-1.7	1.00499	[-1, -4, -1, -1, -2, -3, -2, -1, -1, -1]
dulling	-1.1	0.7	[-1, -2, 0, -1, -2, -2, 0, -1, -1, -1]
em inglês	-1.1	0.53852	[-2, -1, -1, -1, -1, -1, -1, -1, 0, -2]
dullness	-1.4	0.8	[-1, -1, -1, -1, -1, -1, -3, -1, -3, -1]
doenças estúpidas	-1.9	1.04403	[-3, -2, -1, -1, -3, -1, -4, -1, -2, -1]
entorpecentes	-1.0	0.44721	[-1, -1, -1, -1, -1, -1, 0, -1, -1, -2]
dullsville	-2.4	0.8	[-2, -2, -4, -3, -2, -2, -3, -2, -3, -1]
dully	-1.1	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -2]
parvo	-2.3	0.9	[-4, -2, -2, -2, -2, -2, -4, -2, -2, -1]
idiota	-2.6	1.0198	[-3, -3, -4, -4, -1, -2, -3, -3, -1, -2]
haltere	-0.8	0.9798	[0, -1, -3, -2, 0, -1, 0, 0, -1, 0]
halteres	-0.2	0.4	[0, -1, 0, 0, 0, 0, 0, -1, 0, 0]
dumbcane	-0.3	0.45826	[0, 0, 0, 0, 0, -1, -1, 0, -1, 0]
dumbcanes	-0.6	1.2	[0, 0, -1, -1, -1, 2, 0, -1, -3, -1]
burro	-1.4	0.4899	[-2, -1, -2, -2, -2, -1, -1, -1, -1, -1]
dumber	-1.5	0.5	[-2, -1, -2, -1, -2, -1, -1, -2, -2, -1]
mais burro	-2.3	1.00499	[-3, -1, -3, -4, -2, -1, -2, -3, -1, -3]
estupefacto	-0.1	1.92094	[3, -2, -1, -1, 1, 1, -3, 3, -1, -1]
estupefacto	-1.6	1.11355	[-2, 0, -2, 0, -2, -1, -4, -1, -2, -2]
estupefacto	-1.0	0.89443	[-2, 0, 0, 0, -2, -1, -2, 0, -2, -1]
estupefactos	-1.0	0.89443	[-1, -3, -1, 0, -2, 0, -1, 0, -1, -1]
estupefacto	-0.8	0.74833	[-1, -2, 0, -1, -1, 0, 0, -1, 0, -2]
estupefactos	-0.3	1.26886	[0, -1, -1, 0, 0, -1, -1, -2, 0, 3]
idiota	-2.6	0.66332	[-3, -4, -3, -2, -2, -3, -3, -2, -2, -2]
parvos	-1.9	0.83066	[-2, -2, -2, -1, -2, -1, -2, -4, -1, -2]
burrice	-0.5	1.0247	[-1, 2, -1, 0, -1, -2, -1, 0, 0, -1]
dumbly	-1.3	1.00499	[-2, -1, -2, -3, 1, -2, -1, -1, -1, -1]
parvoíce	-1.9	0.53852	[-2, -2, -2, -2, -2, -3, -2, -2, -1, -1]
halteres	-1.5	0.67082	[-1, -1, -1, -3, -2, -1, -2, -1, -2, -1]
dumbstruck	-1.0	1.34164	[-1, -2, 0, 0, -2, 1, -3, 1, -2, -2]
dumbwaiter	0.2	1.07703	[0, 0, 0, 0, 2, 0, 2, 0, -2, 0]
dumbwaiters	-0.1	0.3	[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]
dump	-1.6	0.91652	[-3, -2, -1, -2, -1, -3, -2, -1, -1, 0]
dumpcart	-0.6	0.8	[0, -2, -1, 0, 0, 0, -1, 0, -2, 0]
despejados	-1.7	0.78102	[-2, -3, -2, -1, -1, -1, -3, -2, -1, -1]
basculante	-1.2	0.87178	[-2, -3, -1, -1, -1, -2, 0, -1, 0, -1]
dumpers	-0.8	0.6	[0, 0, -2, -1, -1, 0, -1, -1, -1, -1]
dumpier	-1.4	0.66332	[-2, -1, -2, -1, -1, -2, 0, -2, -1, -2]
mais boneco	-1.6	1.35647	[-1, -2, -2, -3, -2, -4, 1, 0, -1, -2]
lixeira	-1.2	0.6	[-2, -1, 0, -1, -1, -2, -1, -2, -1, -1]
dumping	-1.3	1.1	[-3, -2, -2, 0, -2, -1, -1, 1, -1, -2]
lixeiras	-1.1	0.83066	[-2, 0, -1, -1, 0, -1, -2, -2, 0, -2]
dumpish	-1.8	0.6	[-2, -1, -2, -3, -2, -2, -1, -2, -2, -1]
bolinho de massa	0.4	0.91652	[0, 0, 1, 0, -1, 2, 2, 0, 0, 0]
bolinhos de batata	-0.3	1.26886	[0, 0, 0, 0, 2, 0, 0, 0, -2, -3]
lixeiras	-1.7	0.9	[-3, -2, -3, -1, -1, -3, -1, -1, -1, -1]
contentor de lixo	-0.6	0.91652	[0, -2, 0, -2, 0, 0, 0, -2, 0, 0]
contentores de lixo	-1.0	0.89443	[0, -1, 0, -2, -2, -2, 0, 0, -1, -2]
idiota	-1.7	0.78102	[-3, -2, -3, -1, -1, -2, -2, -1, -1, -1]
dupe	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -2, -1, -2, -1]
duped	-1.8	0.4	[-2, -2, -1, -2, -2, -2, -2, -1, -2, -2]
habitar	0.5	0.92195	[2, 1, -1, 0, -1, 1, 1, 1, 1, 0]
habitou	0.4	0.66332	[2, 0, 0, 0, 0, 1, 1, 0, 0, 0]
morador	0.3	0.64031	[2, 0, 0, 0, 0, 0, 1, 0, 0, 0]
moradores	-0.3	0.9	[-3, 0, 0, 0, 0, 0, 0, 0, 0, 0]
morada	0.1	0.53852	[0, 1, 0, 1, 0, 0, 0, -1, 0, 0]
reside em	-0.1	0.53852	[0, 0, 0, 0, -1, 1, -1, 0, 0, 0]
dinâmico	1.6	0.8	[1, 1, 1, 3, 1, 1, 2, 3, 2, 1]
dinâmico	1.2	0.87178	[1, 2, 0, 1, 0, 2, 2, 2, 2, 0]
dinamicamente	1.5	1.0247	[2, 0, 3, 2, 0, 0, 2, 2, 2, 2]
dinâmica	1.1	1.13578	[2, 3, 0, 0, 0, 2, 2, 0, 2, 0]
dinamismo	1.6	1.11355	[0, 2, 0, 2, 0, 2, 3, 3, 2, 2]
dinamismos	1.2	0.9798	[2, 0, 2, 0, 0, 2, 2, 2, 0, 2]
dinamista	1.4	1.0198	[0, 2, 0, 2, 0, 1, 3, 2, 2, 2]
dinâmico	1.5	1.0247	[3, 1, 1, 2, 1, 3, 2, 0, 2, 0]
dinamistas	0.9	0.83066	[1, 0, 0, 0, 0, 2, 2, 1, 2, 1]
dinamite	0.7	2.2383	[-3, 2, 3, 1, 2, 0, 2, 2, 2, -4]
dinamitado	-0.9	1.04403	[0, 0, 0, -1, -1, 0, -2, 0, -2, -3]
dinamitro	-1.2	0.87178	[-1, 0, -1, -1, -2, 0, -1, -1, -2, -3]
dinamitadores	0.4	1.42829	[0, 0, 0, -3, 1, 0, 2, 2, 2, 0]
dinamites	-0.3	1.73494	[0, 0, 4, -1, -1, 0, 0, 0, -2, -3]
dinamitic	0.9	1.3	[2, 0, 1, -2, 2, 1, 1, 3, 0, 1]
dinamitação	0.2	1.32665	[-2, 0, 0, 2, -1, -1, 0, 2, 2, 0]
dinamómetro	0.3	0.64031	[0, 0, 0, 0, 1, 0, 0, 2, 0, 0]
dinamómetros	0.3	0.45826	[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]
dinamométrica	0.3	0.9	[0, 0, 0, 0, 0, 2, 0, 0, 2, -1]
dinamometria	0.6	1.28062	[-2, 0, 0, 0, 0, 2, 2, 2, 0, 2]
dínamos	0.3	0.64031	[1, 0, 0, 0, 0, 0, 0, 0, 2, 0]
dinamotor	0.6	0.91652	[0, 2, 0, 0, 0, 0, 2, 0, 2, 0]
disfunção	-1.8	0.6	[-2, -3, -2, -1, -2, -1, -2, -1, -2, -2]
ansioso	1.5	0.67082	[1, 3, 1, 2, 2, 2, 1, 1, 1, 1]
avidamente	1.6	0.66332	[0, 1, 2, 2, 2, 2, 2, 1, 2, 2]
entusiasmo	1.7	0.45826	[2, 2, 2, 2, 1, 1, 2, 2, 2, 1]
eagers	1.6	0.66332	[2, 2, 3, 1, 2, 1, 1, 1, 2, 1]
sincero	2.3	0.64031	[3, 2, 3, 1, 2, 2, 2, 3, 3, 2]
facilidade	1.5	0.92195	[1, 1, 1, 0, 2, 1, 2, 3, 3, 1]
facilitado	1.2	0.74833	[2, 0, 1, 0, 2, 2, 1, 1, 1, 2]
easeful	1.5	1.0247	[2, 1, 1, 2, 1, 0, 3, 2, 0, 3]
facilmente	1.4	0.4899	[2, 2, 1, 1, 1, 1, 2, 2, 1, 1]
cavalete	0.3	0.45826	[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]
servidão	1.6	0.91652	[0, 1, 2, 3, 2, 1, 2, 1, 3, 1]
servidões	0.4	1.11355	[0, 0, 0, 1, 2, -2, 1, 0, 2, 0]
easease	1.3	0.78102	[2, 0, 1, 0, 2, 2, 2, 1, 1, 2]
mais fácil	1.8	0.9798	[1, 1, 2, 2, 4, 3, 2, 1, 1, 1]
mais fácil	1.8	1.07703	[2, 4, 1, 3, 2, 0, 2, 2, 1, 1]
facilmente	1.4	0.4899	[2, 1, 1, 2, 1, 2, 1, 2, 1, 1]
facilidade	1.6	0.66332	[2, 1, 1, 2, 3, 2, 1, 1, 2, 1]
flexibilização	1.0	0.63246	[0, 0, 2, 1, 1, 2, 1, 1, 1, 1]
fácil	1.9	1.04403	[1, 4, 2, 1, 1, 3, 1, 3, 2, 1]
easygoing	1.3	0.45826	[1, 1, 1, 1, 1, 1, 2, 2, 2, 1]
easygoingness	1.5	0.67082	[1, 2, 1, 2, 1, 3, 1, 2, 1, 1]
ecstacy	3.3	1.18743	[4, 4, 3, 4, 4, 0, 3, 3, 4, 4]
ecstasies	2.3	1.34536	[3, 3, 2, 4, 3, 1, 3, -1, 2, 3]
ecstasy	2.9	1.75784	[4, 3, 3, 4, 4, 2, -2, 3, 4, 4]
ecstatic	2.3	1.34536	[3, 4, 3, 4, 1, 1, 1, 4, 1, 1]
ecstaticamente	2.8	1.93907	[3, 4, -1, 4, 4, 4, -1, 3, 4, 4]
ecstatics	2.9	0.83066	[1, 3, 4, 4, 3, 3, 3, 2, 3, 3]
eerie	-1.5	0.67082	[-1, -1, -2, -2, -1, -1, -2, -1, -3, -1]
eery	-0.9	1.04403	[-3, -1, -2, -1, -2, 0, 0, 0, 0, 0]
em vigor	2.1	0.83066	[2, 2, 2, 1, 3, 4, 2, 1, 2, 2]
efectivamente	1.9	0.7	[1, 2, 1, 2, 2, 1, 3, 3, 2, 2]
eficiências	1.6	0.4899	[2, 1, 1, 2, 2, 2, 1, 2, 2, 1]
eficiência	1.5	0.5	[2, 1, 2, 2, 1, 2, 1, 1, 2, 1]
eficiente	1.8	0.9798	[1, 2, 1, 1, 2, 3, 3, 0, 2, 3]
eficazmente	1.7	0.78102	[1, 3, 2, 1, 3, 1, 1, 2, 2, 1]
effin	-2.3	1.18743	[0, -3, -3, -3, -2, -1, -4, -1, -3, -3]
egoísmo	-1.4	0.91652	[-2, -3, -1, -2, -2, 0, 0, -1, -2, -1]
egoísmos	-1.0	0.7746	[-1, -1, -1, -1, -1, 0, 0, -1, -3, -1]
egoísta	-2.3	0.9	[-2, -1, -2, -3, -4, -2, -3, -3, -1, -2]
egoísta	-1.4	1.0198	[-2, -1, -1, -1, -2, 1, -3, -2, -1, -2]
egoísta	-0.9	1.57797	[-1, -2, -2, -1, -2, 1, -3, 2, 1, -2]
egoisticamente	-1.8	0.87178	[-2, -1, -1, -2, -1, -3, -3, -1, -1, -3]
egoístas	-1.7	0.78102	[-1, -2, 0, -2, -2, -2, -3, -1, -2, -2]
eufórico	3.2	0.74833	[2, 4, 4, 3, 4, 3, 3, 2, 3, 4]
elação	1.5	1.43178	[1, 2, -2, 2, 2, 3, 0, 3, 2, 2]
elegância	2.1	0.53852	[3, 2, 2, 1, 2, 2, 3, 2, 2, 2]
elegâncias	1.8	0.6	[2, 2, 1, 1, 2, 2, 2, 3, 2, 1]
elegâncias	1.6	1.0198	[2, 1, 2, 1, 1, 0, 4, 1, 2, 2]
elegância	2.1	0.53852	[3, 2, 2, 1, 2, 2, 3, 2, 2, 2]
elegante	2.1	0.83066	[2, 2, 2, 1, 4, 1, 2, 3, 2, 2]
elegantemente	1.9	0.83066	[2, 1, 1, 3, 2, 2, 1, 3, 3, 1]
embaraçar	-1.2	1.66132	[-2, -2, -3, -1, -2, -2, 2, 2, -2, -2]
embaraçoso	-1.6	0.8	[-3, -2, -1, -3, -1, -1, -1, -2, -1, -1]
envergonhados	-1.5	0.67082	[-2, -2, -1, -2, -1, -3, -1, -1, -1, -1]
envergonhadamente	-1.1	1.44568	[-2, -1, -2, -3, 1, -1, -1, -2, -2, 2]
envergonha	-1.7	0.78102	[-2, -3, -1, -2, -1, -3, -2, -1, -1, -1]
embaraçoso	-1.6	0.8	[-3, -1, -1, -1, -1, -2, -1, -2, -3, -1]
embaraçosamente	-1.7	0.64031	[-2, -1, -1, -2, -1, -2, -1, -3, -2, -2]
vergonha	-1.9	0.53852	[-2, -2, -1, -2, -2, -2, -2, -1, -3, -2]
embaraços	-1.7	0.64031	[-2, -1, -2, -1, -1, -2, -2, -1, -2, -3]
amargurado	-0.4	1.35647	[1, -2, -1, 1, -2, 2, 0, -1, 0, -2]
abraçar	1.3	1.34536	[3, 2, 1, 3, 2, -1, 2, 1, -1, 1]
emergência	-1.6	2.05913	[-3, -3, -3, -3, -4, 2, 1, -1, 1, -3]
emocional	0.6	1.0198	[1, -1, 0, 0, 0, 2, 0, 2, 2, 0]
empático	1.7	1.1	[-1, 3, 2, 2, 2, 1, 3, 1, 2, 2]
esvaziado	-0.7	0.64031	[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]
esvaziar	-0.7	0.64031	[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]
esvaziadores	-0.7	0.78102	[0, 0, -1, 0, -1, -1, -2, 0, -2, 0]
vasilhame	-0.7	0.64031	[-1, 0, 0, 0, -1, -1, -1, -2, 0, -1]
mais vazios	-1.8	1.07703	[-1, -2, -2, -1, -1, -2, -3, 0, -4, -2]
esvaziar	-1.0	1.41421	[-2, 2, -1, -1, -1, 0, -4, -1, -1, -1]
vacuidade	-1.9	0.7	[-2, -2, -3, -2, -2, -1, -1, -3, -1, -2]
vazios	-1.5	1.11803	[-1, -1, -3, -1, -1, -1, -2, 0, -4, -1]
vacina	-0.3	0.45826	[0, 0, 0, -1, 0, 0, 0, -1, -1, 0]
vazio	-0.8	0.74833	[-1, -1, -1, -1, -1, -1, -2, 0, -1, 1]
esvaziamento	-0.6	1.0198	[2, -1, -1, 0, -1, 0, -1, -1, -2, -1]
encantado	1.6	0.8	[1, 3, 1, 2, 1, 3, 1, 2, 1, 1]
encorajar	2.3	0.78102	[2, 1, 3, 2, 3, 4, 2, 2, 2, 2]
encorajado	1.5	0.5	[1, 2, 2, 2, 2, 2, 1, 1, 1, 1]
encorajamento	1.8	0.9798	[2, 1, 2, 1, 1, 3, 1, 2, 4, 1]
encorajamentos	2.1	0.7	[3, 2, 3, 2, 1, 2, 3, 2, 2, 1]
encorajador	1.5	0.5	[2, 1, 2, 1, 1, 2, 1, 1, 2, 2]
incentivadores	1.5	0.5	[2, 2, 1, 1, 2, 2, 1, 1, 2, 1]
encoraja	1.9	0.53852	[2, 2, 1, 2, 2, 1, 2, 2, 2, 3]
encorajador	2.4	0.66332	[2, 3, 2, 3, 3, 2, 3, 2, 1, 3]
encorajadoramente	2.0	0.7746	[1, 1, 1, 3, 2, 2, 2, 3, 2, 3]
endossa	1.3	0.9	[0, 1, 0, 1, 3, 2, 2, 2, 1, 1]
aprovado	1.0	0.89443	[1, 2, 0, 1, 1, 0, 1, 0, 3, 1]
endosso	1.3	0.9	[0, 1, 2, 2, 1, 2, 0, 1, 3, 1]
endossa	1.4	0.4899	[1, 2, 1, 2, 1, 1, 1, 2, 2, 1]
inimigos	-2.2	0.6	[-2, -3, -1, -2, -2, -3, -2, -3, -2, -2]
inimigo	-2.5	0.92195	[-3, -2, -3, -3, -3, -4, -1, -3, -1, -2]
enérgico	1.9	0.53852	[2, 1, 3, 2, 2, 2, 1, 2, 2, 2]
energicamente	1.8	0.6	[2, 2, 1, 1, 2, 2, 3, 1, 2, 2]
energética	0.3	0.64031	[1, 0, 0, 0, 0, 0, 2, 0, 0, 0]
energias	0.9	1.04403	[1, 0, 0, 2, 0, 1, 3, 2, 0, 0]
energizar	2.2	0.4	[2, 2, 2, 2, 2, 2, 3, 2, 3, 2]
energizado	2.1	0.53852	[2, 3, 1, 2, 2, 2, 3, 2, 2, 2]
energises	2.2	0.6	[3, 3, 2, 2, 1, 3, 2, 2, 2, 2]
energizando	1.9	0.7	[2, 3, 1, 2, 2, 3, 2, 1, 1, 2]
energização	1.6	0.66332	[1, 2, 1, 3, 1, 1, 2, 2, 2, 1]
energizações	1.5	1.11803	[1, 0, 3, 1, 3, 0, 1, 1, 2, 3]
energizar	2.1	0.7	[2, 2, 2, 1, 3, 2, 3, 2, 3, 1]
energizado	2.3	0.64031	[3, 2, 3, 3, 3, 2, 2, 2, 1, 2]
energizador	2.1	0.53852	[3, 2, 2, 2, 2, 2, 2, 3, 1, 2]
energizadores	1.7	0.9	[2, 0, 2, 3, 3, 1, 1, 2, 2, 1]
energiza	2.1	0.53852	[3, 2, 3, 2, 2, 2, 2, 2, 1, 2]
energizante	2.0	0.63246	[3, 3, 2, 1, 2, 2, 1, 2, 2, 2]
energia	1.1	0.83066	[0, 2, 0, 2, 1, 1, 2, 1, 2, 0]
engajar	1.4	0.8	[1, 2, 3, 2, 1, 1, 0, 1, 2, 1]
contratado	1.7	1.1	[1, 1, 2, 2, 1, 0, 2, 3, 4, 1]
